genre1,genre2,years_together,first_year,last_year
chicago rap,idol,2,2003,2008
chicago rap,indie folk,1,2015,2015
chicago rap,indie pop,2,2011,2015
chicago rap,indie pop rap,1,2009,2009
chicago rap,indie r&b,1,2008,2008
chicago rap,indie rock,1,2005,2005
chicago rap,k-pop,1,2020,2020
chicago rap,latin,4,2006,2020
chicago rap,latin viral pop,1,2014,2014
chicago rap,metropopolis,2,2014,2019
chicago rap,modern alternative rock,3,2012,2016
chicago rap,modern rock,2,2009,2016
chicago rap,neo mellow,6,2004,2015
chicago rap,neo r&b,1,2008,2008
chicago rap,neo soul,1,2004,2004
chicago rap,neo-singer-songwriter,1,2015,2015
chicago rap,new orleans rap,1,2008,2008
chicago rap,nu metal,1,2006,2006
chicago rap,nyc rap,3,2005,2014
chicago rap,permanent wave,3,2008,2017
chicago rap,piano rock,1,2011,2011
chicago rap,pinoy hip hop,2,2015,2016
chicago rap,pop,7,2004,2020
chicago rap,pop rap,4,2004,2014
chicago rap,pop rock,3,2011,2015
chicago rap,post-teen pop,2,2009,2010
chicago rap,r&b,4,2004,2014
chicago rap,rap,2,2019,2021
chicago rap,rap conscient,1,2020,2020
chicago rap,reggae fusion,2,2009,2015
chicago rap,reggaeton,1,2019,2019
chicago rap,romanian pop,1,2011,2011
chicago rap,scorecore,1,2015,2015
chicago rap,soca,1,2004,2004
chicago rap,trap music,3,2017,2020
chicago rap,tropical house,1,2014,2014
chicago rap,viral trap,1,2015,2015
chicano rap,-,2,2005,2008
chicano rap,acoustic pop,3,2003,2008
chicano rap,alabama rap,1,2007,2007
chicano rap,alternative hip hop,1,2005,2005
chicano rap,alternative metal,1,2005,2005
chicano rap,alternative rock,2,2005,2007
chicano rap,atl hip hop,2,2005,2008
chicano rap,australian country,1,2004,2004
chicano rap,australian pop,2,2005,2007
chicano rap,bassline,1,2008,2008
chicano rap,baton rouge rap,2,2005,2008
chicano rap,blues-rock,3,2003,2008
chicano rap,boy band,1,2005,2005
chicano rap,british soul,1,2007,2007
chicano rap,canadian latin,1,2007,2007
chicano rap,canadian pop,1,2007,2007
chicano rap,cantautor,1,2005,2005
chicano rap,chicago rap,2,2005,2007
chicano rap,colombian pop,1,2005,2005
chicano rap,conscious hip hop,2,2005,2008
chicano rap,contemporary country,1,2008,2008
chicano rap,crunk,2,2005,2008
chicano rap,deep pop r&b,1,2005,2005
chicano rap,deep southern trap,1,2008,2008
chicano rap,detroit hip hop,2,2005,2007
chicano rap,dirty south rap,3,2004,2007
chicano rap,east coast hip hop,1,2005,2005
chicano rap,electropowerpop,1,2008,2008
chicano rap,emo,2,2005,2007
chicano rap,florida rap,1,2008,2008
chicano rap,folk-pop,1,2004,2004
chicano rap,g funk,3,2005,2008
chicano rap,gangster rap,3,2005,2008
chicano rap,hip hop,2,2005,2007
chicano rap,hip pop,3,2005,2008
chicano rap,idol,2,2003,2008
chicano rap,indie r&b,1,2008,2008
chicano rap,indie rock,1,2005,2005
chicano rap,modern rock,1,2007,2007
chicano rap,neo mellow,3,2005,2008
chicano rap,neo r&b,1,2008,2008
chicano rap,neo soul,1,2004,2004
chicano rap,new orleans rap,1,2008,2008
chicano rap,nyc rap,1,2005,2005
chicano rap,permanent wave,2,2005,2008
chicano rap,pop,3,2005,2008
chicano rap,pop rap,2,2007,2008
chicano rap,soca,1,2004,2004
classic soul,album rock,1,2001,2001
classic soul,alternative hip hop,1,2001,2001
classic soul,atl hip hop,1,2001,2001
classic soul,australian pop,1,2001,2001
classic soul,british soul,1,2001,2001
classic soul,canadian latin,1,2001,2001
classic soul,canadian pop,1,2001,2001
classic soul,celtic,1,2001,2001
classic soul,conscious hip hop,1,2001,2001
classic soul,crunk,1,2001,2001
classic soul,disco,1,2001,2001
classic soul,downtempo,1,2001,2001
classic soul,girl group,1,2001,2001
classic soul,jam band,1,2001,2001
classic soul,neo mellow,1,2001,2001
classic soul,nyc rap,1,2001,2001
colombian pop,-,4,2007,2023
colombian pop,alabama rap,1,2007,2007
colombian pop,alternative metal,1,2007,2007
colombian pop,alternative r&b,1,2014,2014
colombian pop,alternative rock,1,2007,2007
colombian pop,art pop,1,2014,2014
colombian pop,atl hip hop,1,2023,2023
colombian pop,atl trap,1,2023,2023
colombian pop,australian dance,1,2014,2014
colombian pop,australian pop,1,2007,2007
colombian pop,baroque pop,1,2006,2006
colombian pop,bassline,1,2007,2007
colombian pop,british soul,1,2007,2007
colombian pop,broadway,1,2014,2014
colombian pop,cali rap,2,2006,2014
colombian pop,canadian contemporary r&b,1,2023,2023
colombian pop,canadian hip hop,1,2023,2023
colombian pop,canadian latin,2,2006,2007
colombian pop,canadian pop,1,2007,2007
colombian pop,chicago rap,2,2007,2014
colombian pop,chicano rap,1,2007,2007
colombian pop,conscious hip hop,1,2005,2005
colombian pop,contemporary country,2,2006,2007
colombian pop,crunk,1,2005,2005
colombian pop,detroit hip hop,4,2005,2014
colombian pop,dfw rap,1,2023,2023
colombian pop,dirty south rap,2,2007,2014
colombian pop,east coast hip hop,1,2006,2006
colombian pop,edm,1,2014,2014
colombian pop,electropop,2,2014,2023
colombian pop,emo,2,2005,2007
colombian pop,florida rap,1,2023,2023
colombian pop,g funk,2,2007,2014
colombian pop,gangster rap,2,2006,2007
colombian pop,garage rock,1,2009,2009
colombian pop,glam metal,1,2006,2006
colombian pop,hip hop,3,2005,2023
colombian pop,hip pop,1,2007,2007
colombian pop,house,1,2014,2014
colombian pop,indie rock,1,2005,2005
colombian pop,irish rock,1,2007,2007
colombian pop,latin,1,2006,2006
colombian pop,latin viral pop,1,2014,2014
colombian pop,metropopolis,1,2014,2014
colombian pop,modern alternative rock,1,2014,2014
colombian pop,modern rock,2,2007,2014
colombian pop,neo mellow,2,2006,2007
colombian pop,neon pop punk,1,2007,2007
colombian pop,nu metal,1,2006,2006
colombian pop,nyc rap,1,2014,2014
colombian pop,philly rap,1,2023,2023
colombian pop,pop,4,2005,2023
colombian pop,pop rap,2,2007,2014
colombian pop,r&b,2,2006,2014
colombian pop,reggaeton,1,2023,2023
colombian pop,tropical house,1,2014,2014
complextro,-,1,2014,2014
complextro,alternative dance,1,2013,2013
complextro,alternative r&b,2,2013,2014
complextro,art pop,2,2013,2014
complextro,australian country,2,2013,2017
complextro,australian dance,1,2014,2014
complextro,bass trap,1,2013,2013
complextro,big room,1,2013,2013
complextro,boy band,1,2018,2018
complextro,british soul,1,2017,2017
complextro,broadway,1,2014,2014
complextro,cali rap,1,2014,2014
complextro,canadian hip hop,1,2013,2013
complextro,candy pop,1,2013,2013
complextro,celtic rock,1,2013,2013
complextro,chamber pop,1,2013,2013
complextro,chicago rap,1,2014,2014
complextro,colombian pop,1,2014,2014
complextro,comic,1,2013,2013
complextro,conscious hip hop,2,2013,2016
complextro,detroit hip hop,1,2014,2014
complextro,dfw rap,1,2016,2016
complextro,dirty south rap,1,2014,2014
complextro,edm,2,2013,2014
complextro,electro,1,2013,2013
complextro,electropop,1,2014,2014
complextro,emo,1,2013,2013
complextro,folk-pop,1,2013,2013
complextro,g funk,1,2014,2014
complextro,hip hop,1,2013,2013
complextro,hip pop,1,2013,2013
complextro,house,1,2014,2014
complextro,la indie,1,2013,2013
complextro,latin viral pop,1,2014,2014
complextro,metropopolis,1,2014,2014
complextro,modern alternative rock,2,2014,2016
complextro,modern rock,3,2013,2016
complextro,nashville indie,1,2013,2013
complextro,neo mellow,1,2013,2013
complextro,nyc rap,1,2014,2014
complextro,pinoy hip hop,1,2016,2016
complextro,pop edm,1,2013,2013
complextro,pop rap,1,2014,2014
complextro,r&b,1,2014,2014
complextro,tropical house,1,2014,2014
complextro,uk pop,1,2013,2013
conscious hip hop,-,5,2008,2023
conscious hip hop,acoustic pop,4,2000,2008
conscious hip hop,alaska indie,2,2002,2003
conscious hip hop,album rock,1,2015,2015
conscious hip hop,alternative dance,1,2013,2013
conscious hip hop,alternative hip hop,3,2000,2003
conscious hip hop,alternative r&b,2,2013,2017
conscious hip hop,alternative rock,1,2000,2000
conscious hip hop,art pop,1,2013,2013
conscious hip hop,atl hip hop,5,2008,2023
conscious hip hop,atl trap,1,2023,2023
conscious hip hop,australian country,2,2013,2017
conscious hip hop,australian dance,1,2015,2015
conscious hip hop,australian pop,3,2003,2017
conscious hip hop,bass trap,1,2013,2013
conscious hip hop,bassline,1,2008,2008
conscious hip hop,baton rouge rap,1,2008,2008
conscious hip hop,battle rap,1,2003,2003
conscious hip hop,big room,1,2015,2015
conscious hip hop,blues-rock,3,2000,2008
conscious hip hop,bmore,1,2015,2015
conscious hip hop,boy band,4,2002,2019
conscious hip hop,british soul,3,2003,2017
conscious hip hop,brostep,2,2015,2018
conscious hip hop,bubblegum dance,1,2023,2023
conscious hip hop,cali rap,3,2015,2019
conscious hip hop,canadian contemporary r&b,2,2015,2023
conscious hip hop,canadian hip hop,3,2017,2023
conscious hip hop,canadian latin,1,2002,2002
conscious hip hop,canadian pop,5,2001,2018
conscious hip hop,candy pop,1,2013,2013
conscious hip hop,ccm,1,2019,2019
conscious hip hop,celtic rock,1,2013,2013
conscious hip hop,chamber pop,1,2013,2013
conscious hip hop,chicago drill,1,2023,2023
conscious hip hop,chicago rap,5,2000,2018
conscious hip hop,chicano rap,1,2003,2003
conscious hip hop,colombian pop,2,2002,2023
conscious hip hop,comic,1,2013,2013
conscious hip hop,complextro,2,2017,2018
conscious hip hop,contemporary country,4,2008,2018
conscious hip hop,country,1,2000,2000
conscious hip hop,country rap,1,2019,2019
conscious hip hop,crunk,6,2000,2018
conscious hip hop,dance pop,2,2017,2018
conscious hip hop,dancehall,1,2003,2003
conscious hip hop,deep groove house,1,2015,2015
conscious hip hop,deep latin christian,1,2000,2000
conscious hip hop,deep pop r&b,1,2000,2000
conscious hip hop,deep southern trap,1,2008,2008
conscious hip hop,detroit hip hop,4,2003,2018
conscious hip hop,dfw rap,4,2016,2023
conscious hip hop,dirty south rap,2,2017,2019
conscious hip hop,downtempo,1,2001,2001
conscious hip hop,east coast hip hop,2,2000,2015
conscious hip hop,edm,5,2013,2019
conscious hip hop,electro,2,2013,2017
conscious hip hop,electropop,3,2015,2023
conscious hip hop,electropowerpop,1,2008,2008
conscious hip hop,emo,3,2005,2015
conscious hip hop,emo rap,3,2017,2019
conscious hip hop,europop,1,2003,2003
conscious hip hop,florida rap,4,2008,2023
conscious hip hop,folk rock,1,2003,2003
conscious hip hop,folk-pop,4,2002,2015
conscious hip hop,francoton,2,2017,2018
conscious hip hop,funk,1,2003,2003
conscious hip hop,g funk,2,2008,2012
conscious hip hop,gangster rap,2,2008,2015
conscious hip hop,ghanaian hip hop,1,2015,2015
conscious hip hop,gospel,1,2000,2000
conscious hip hop,hip hop,5,2005,2023
conscious hip hop,hip pop,2,2008,2013
conscious hip hop,hollywood,1,2019,2019
conscious hip hop,houston rap,1,2015,2015
conscious hip hop,idol,2,2003,2008
conscious hip hop,indie folk,1,2015,2015
conscious hip hop,indie pop,3,2015,2018
conscious hip hop,indie r&b,2,2008,2018
conscious hip hop,jam band,1,2001,2001
conscious hip hop,la indie,1,2013,2013
conscious hip hop,latin,4,2000,2018
conscious hip hop,metropopolis,1,2018,2018
conscious hip hop,modern alternative rock,2,2015,2016
conscious hip hop,modern reggae,1,2017,2017
conscious hip hop,modern rock,3,2002,2018
conscious hip hop,nashville indie,1,2013,2013
conscious hip hop,neo mellow,3,2002,2015
conscious hip hop,neo soul,1,2000,2000
conscious hip hop,neo-singer-songwriter,1,2015,2015
conscious hip hop,new orleans rap,1,2008,2008
conscious hip hop,permanent wave,2,2008,2017
conscious hip hop,philly rap,2,2017,2023
conscious hip hop,pinoy hip hop,2,2015,2016
conscious hip hop,pop,3,2005,2023
conscious hip hop,pop punk,1,2017,2017
conscious hip hop,pop rap,1,2018,2018
conscious hip hop,pop rock,1,2015,2015
conscious hip hop,rap,1,2017,2017
conscious hip hop,reggae fusion,1,2015,2015
conscious hip hop,reggaeton,2,2018,2023
conscious hip hop,scorecore,1,2015,2015
conscious hip hop,trap music,2,2017,2018
conscious hip hop,uk pop,1,2013,2013
conscious hip hop,viral trap,1,2015,2015
contemporary country,-,17,2000,2023
contemporary country,acoustic pop,9,2000,2014
contemporary country,adult standards,3,2010,2022
contemporary country,afro dancehall,3,2016,2022
contemporary country,alabama rap,1,2007,2007
contemporary country,alaska indie,2,2002,2003
contemporary country,album rock,1,2001,2001
contemporary country,alternative dance,2,2010,2013
contemporary country,alternative hip hop,5,2000,2005
contemporary country,alternative metal,9,2000,2012
contemporary country,alternative r&b,6,2012,2022
contemporary country,alternative rock,5,2000,2010
contemporary country,art pop,3,2013,2022
contemporary country,atl hip hop,13,2000,2023
contemporary country,atl trap,1,2023,2023
contemporary country,australian country,4,2004,2021
contemporary country,australian dance,3,2002,2014
contemporary country,australian hip hop,1,2014,2014
contemporary country,australian pop,12,2000,2019
contemporary country,baroque pop,1,2019,2019
contemporary country,bass trap,1,2013,2013
contemporary country,baton rouge rap,1,2005,2005
contemporary country,battle rap,2,2003,2004
contemporary country,bergen indie,1,2012,2012
contemporary country,big beat,1,2002,2002
contemporary country,big room,4,2011,2015
contemporary country,blues-rock,3,2000,2004
contemporary country,bmore,2,2015,2019
contemporary country,bounce,1,2004,2004
contemporary country,boy band,12,2000,2021
contemporary country,british soul,9,2001,2022
contemporary country,broadway,1,2014,2014
contemporary country,brostep,4,2015,2021
contemporary country,bubblegum dance,2,2000,2023
contemporary country,cali rap,5,2006,2020
contemporary country,canadian contemporary r&b,4,2020,2023
contemporary country,canadian country,1,2003,2003
contemporary country,canadian hip hop,10,2010,2023
contemporary country,canadian latin,4,2001,2007
contemporary country,canadian pop,14,2001,2022
contemporary country,candy pop,2,2003,2013
contemporary country,cantautor,1,2005,2005
contemporary country,ccm,2,2004,2019
contemporary country,celtic,2,2001,2004
contemporary country,celtic rock,3,2010,2013
contemporary country,chamber pop,1,2013,2013
contemporary country,chicago drill,3,2020,2023
contemporary country,chicago rap,14,2000,2021
contemporary country,chicano rap,4,2003,2007
contemporary country,classic soul,1,2001,2001
contemporary country,colombian pop,6,2002,2023
contemporary country,comic,1,2013,2013
contemporary country,complextro,5,2013,2018
contemporary country,conscious hip hop,10,2000,2023
contemporary country,country,2,2000,2003
contemporary country,country rap,4,2019,2022
contemporary country,crunk,10,2000,2022
contemporary country,cubaton,1,2014,2014
contemporary country,dance pop,7,2000,2023
contemporary country,dancehall,3,2002,2004
contemporary country,deep dance pop,1,2011,2011
contemporary country,deep groove house,1,2015,2015
contemporary country,deep latin christian,1,2000,2000
contemporary country,deep pop r&b,5,2000,2012
contemporary country,detroit hip hop,13,2000,2020
contemporary country,dfw rap,6,2016,2023
contemporary country,dirty south rap,12,2000,2019
contemporary country,disco,1,2001,2001
contemporary country,downtempo,1,2001,2001
contemporary country,east coast hip hop,8,2000,2020
contemporary country,edm,9,2011,2019
contemporary country,electro,3,2013,2017
contemporary country,electropop,8,2009,2023
contemporary country,emo,5,2005,2013
contemporary country,emo rap,2,2017,2019
contemporary country,escape room,2,2021,2022
contemporary country,eurodance,2,2000,2002
contemporary country,europop,2,2002,2003
contemporary country,florida rap,4,2017,2023
contemporary country,folk rock,2,2003,2011
contemporary country,folk-pop,6,2002,2015
contemporary country,francoton,2,2017,2018
contemporary country,funk,2,2000,2003
contemporary country,g funk,9,2000,2014
contemporary country,gangster rap,7,2002,2012
contemporary country,garage rock,3,2004,2010
contemporary country,gauze pop,2,2021,2022
contemporary country,girl group,2,2000,2001
contemporary country,glam metal,1,2006,2006
contemporary country,glam rock,1,2022,2022
contemporary country,gospel,1,2000,2000
contemporary country,gospel r&b,2,2003,2004
contemporary country,hardcore hip hop,1,2004,2004
contemporary country,hip hop,10,2000,2023
contemporary country,hip pop,8,2000,2013
contemporary country,hollywood,1,2019,2019
contemporary country,house,2,2014,2016
contemporary country,houston rap,1,2015,2015
contemporary country,idol,1,2003,2003
contemporary country,indie folk,1,2015,2015
contemporary country,indie pop,4,2010,2017
contemporary country,indie pop rap,1,2009,2009
contemporary country,indie poptimism,1,2014,2014
contemporary country,indie r&b,1,2018,2018
contemporary country,indie rock,1,2005,2005
contemporary country,irish rock,2,2001,2007
contemporary country,jam band,1,2001,2001
contemporary country,k-pop,2,2020,2021
contemporary country,la indie,1,2013,2013
contemporary country,latin,7,2000,2020
contemporary country,latin viral pop,2,2014,2022
contemporary country,metropopolis,3,2014,2019
contemporary country,miami hip hop,1,2016,2016
contemporary country,modern alternative rock,4,2012,2016
contemporary country,modern reggae,1,2017,2017
contemporary country,modern rock,8,2002,2022
contemporary country,motown,1,2003,2003
contemporary country,nashville indie,1,2013,2013
contemporary country,neo mellow,12,2001,2016
contemporary country,neo soul,3,2000,2004
contemporary country,neon pop punk,1,2007,2007
contemporary country,nu metal,1,2006,2006
contemporary country,nyc rap,4,2001,2014
contemporary country,permanent wave,5,2000,2017
contemporary country,philly rap,2,2003,2023
contemporary country,piano rock,1,2011,2011
contemporary country,pinoy hip hop,2,2015,2016
contemporary country,pop,11,2004,2023
contemporary country,pop edm,1,2013,2013
contemporary country,pop house,1,2002,2002
contemporary country,pop punk,2,2016,2017
contemporary country,pop rap,4,2004,2014
contemporary country,pop rock,3,2011,2016
contemporary country,post-teen pop,3,2009,2022
contemporary country,r&b,5,2002,2014
contemporary country,rap,4,2017,2021
contemporary country,rap conscient,1,2020,2020
contemporary country,reggae fusion,4,2001,2019
contemporary country,reggaeton,5,2018,2023
contemporary country,romanian pop,1,2011,2011
contemporary country,scorecore,1,2015,2015
contemporary country,soca,1,2004,2004
contemporary country,trap music,4,2017,2020
contemporary country,tropical house,1,2014,2014
contemporary country,uk funky,1,2016,2016
contemporary country,uk pop,1,2013,2013
contemporary country,viral trap,1,2015,2015
country,acoustic pop,1,2003,2003
country,alaska indie,1,2003,2003
country,alternative hip hop,1,2003,2003
country,alternative metal,1,2003,2003
country,atl hip hop,1,2003,2003
country,australian pop,1,2003,2003
country,battle rap,1,2003,2003
country,blues-rock,1,2003,2003
country,boy band,1,2003,2003
country,british soul,1,2003,2003
country,canadian country,1,2003,2003
country,canadian pop,1,2003,2003
country,chicago rap,1,2003,2003
country,chicano rap,1,2003,2003
