from,to,weight,year
hollywood,uk pop,0,2023
hollywood,vocal jazz,0,2000
hollywood,vocal jazz,0,2001
hollywood,vocal jazz,0,2002
hollywood,vocal jazz,0,2003
hollywood,vocal jazz,0,2004
hollywood,vocal jazz,0,2005
hollywood,vocal jazz,0,2006
hollywood,vocal jazz,0,2007
hollywood,vocal jazz,0,2008
hollywood,vocal jazz,0,2009
hollywood,vocal jazz,0,2010
hollywood,vocal jazz,0,2011
hollywood,vocal jazz,0,2012
hollywood,vocal jazz,0,2013
hollywood,vocal jazz,0,2014
hollywood,vocal jazz,0,2015
hollywood,vocal jazz,0,2016
hollywood,vocal jazz,0,2017
hollywood,vocal jazz,0,2018
hollywood,vocal jazz,0,2019
hollywood,vocal jazz,0,2020
hollywood,vocal jazz,0,2021
hollywood,vocal jazz,0,2022
hollywood,vocal jazz,0,2023
hopebeat,indie pop,0,2000
hopebeat,indie pop,0,2001
hopebeat,indie pop,0,2002
hopebeat,indie pop,0,2003
hopebeat,indie pop,0,2004
hopebeat,indie pop,0,2005
hopebeat,indie pop,0,2006
hopebeat,indie pop,0,2007
hopebeat,indie pop,0,2008
hopebeat,indie pop,0,2009
hopebeat,indie pop,0,2010
hopebeat,indie pop,0,2011
hopebeat,indie pop,0,2012
hopebeat,indie pop,0,2013
hopebeat,indie pop,0,2014
hopebeat,indie pop,0,2015
hopebeat,indie pop,0,2016
hopebeat,indie pop,0,2017
hopebeat,indie pop,0,2018
hopebeat,indie pop,0,2019
hopebeat,indie pop,0,2020
hopebeat,indie pop,0,2021
hopebeat,indie pop,0,2022
hopebeat,indie pop,0,2023
hopebeat,indie poptimism,0,2000
hopebeat,indie poptimism,0,2001
hopebeat,indie poptimism,0,2002
hopebeat,indie poptimism,0,2003
hopebeat,indie poptimism,0,2004
hopebeat,indie poptimism,0,2005
hopebeat,indie poptimism,0,2006
hopebeat,indie poptimism,0,2007
hopebeat,indie poptimism,0,2008
hopebeat,indie poptimism,0,2009
hopebeat,indie poptimism,0,2010
hopebeat,indie poptimism,0,2011
hopebeat,indie poptimism,0,2012
hopebeat,indie poptimism,0,2013
hopebeat,indie poptimism,0,2014
hopebeat,indie poptimism,0,2015
hopebeat,indie poptimism,0,2016
hopebeat,indie poptimism,0,2017
hopebeat,indie poptimism,0,2018
hopebeat,indie poptimism,0,2019
hopebeat,indie poptimism,0,2020
hopebeat,indie poptimism,0,2021
hopebeat,indie poptimism,0,2022
hopebeat,indie poptimism,0,2023
hopebeat,indietronica,0,2000
hopebeat,indietronica,0,2001
hopebeat,indietronica,0,2002
hopebeat,indietronica,0,2003
hopebeat,indietronica,0,2004
hopebeat,indietronica,0,2005
hopebeat,indietronica,0,2006
hopebeat,indietronica,0,2007
hopebeat,indietronica,0,2008
hopebeat,indietronica,0,2009
hopebeat,indietronica,0,2010
hopebeat,indietronica,0,2011
hopebeat,indietronica,0,2012
hopebeat,indietronica,0,2013
hopebeat,indietronica,0,2014
hopebeat,indietronica,0,2015
hopebeat,indietronica,0,2016
hopebeat,indietronica,0,2017
hopebeat,indietronica,0,2018
hopebeat,indietronica,0,2019
hopebeat,indietronica,0,2020
hopebeat,indietronica,0,2021
hopebeat,indietronica,0,2022
hopebeat,indietronica,0,2023
hopebeat,modern rock,0,2000
hopebeat,modern rock,0,2001
hopebeat,modern rock,0,2002
hopebeat,modern rock,0,2003
hopebeat,modern rock,0,2004
hopebeat,modern rock,0,2005
hopebeat,modern rock,0,2006
hopebeat,modern rock,0,2007
hopebeat,modern rock,0,2008
hopebeat,modern rock,0,2009
hopebeat,modern rock,0,2010
hopebeat,modern rock,0,2011
hopebeat,modern rock,0,2012
hopebeat,modern rock,0,2013
hopebeat,modern rock,0,2014
hopebeat,modern rock,0,2015
hopebeat,modern rock,0,2016
hopebeat,modern rock,0,2017
hopebeat,modern rock,0,2018
hopebeat,modern rock,0,2019
hopebeat,modern rock,0,2020
hopebeat,modern rock,0,2021
hopebeat,modern rock,0,2022
hopebeat,modern rock,0,2023
horror punk,psychobilly,0,2000
horror punk,psychobilly,0,2001
horror punk,psychobilly,0,2002
horror punk,psychobilly,0,2003
horror punk,psychobilly,0,2004
horror punk,psychobilly,0,2005
horror punk,psychobilly,0,2006
horror punk,psychobilly,0,2007
horror punk,psychobilly,0,2008
horror punk,psychobilly,0,2009
horror punk,psychobilly,0,2010
horror punk,psychobilly,0,2011
horror punk,psychobilly,0,2012
horror punk,psychobilly,0,2013
horror punk,psychobilly,0,2014
horror punk,psychobilly,0,2015
horror punk,psychobilly,0,2016
horror punk,psychobilly,0,2017
horror punk,psychobilly,0,2018
horror punk,psychobilly,0,2019
horror punk,psychobilly,0,2020
horror punk,psychobilly,0,2021
horror punk,psychobilly,0,2022
horror punk,psychobilly,0,2023
horror punk,punk,0,2000
horror punk,punk,0,2001
horror punk,punk,0,2002
horror punk,punk,0,2003
horror punk,punk,0,2004
horror punk,punk,0,2005
horror punk,punk,0,2006
horror punk,punk,0,2007
horror punk,punk,0,2008
horror punk,punk,0,2009
horror punk,punk,0,2010
horror punk,punk,0,2011
horror punk,punk,0,2012
horror punk,punk,0,2013
horror punk,punk,0,2014
horror punk,punk,0,2015
horror punk,punk,0,2016
horror punk,punk,0,2017
horror punk,punk,0,2018
horror punk,punk,0,2019
horror punk,punk,0,2020
horror punk,punk,0,2021
horror punk,punk,0,2022
horror punk,punk,0,2023
horror punk,rockabilly,0,2000
horror punk,rockabilly,0,2001
horror punk,rockabilly,0,2002
horror punk,rockabilly,0,2003
horror punk,rockabilly,0,2004
horror punk,rockabilly,0,2005
horror punk,rockabilly,0,2006
horror punk,rockabilly,0,2007
horror punk,rockabilly,0,2008
horror punk,rockabilly,0,2009
horror punk,rockabilly,0,2010
horror punk,rockabilly,0,2011
horror punk,rockabilly,0,2012
horror punk,rockabilly,0,2013
horror punk,rockabilly,0,2014
horror punk,rockabilly,0,2015
horror punk,rockabilly,0,2016
horror punk,rockabilly,0,2017
horror punk,rockabilly,0,2018
horror punk,rockabilly,0,2019
horror punk,rockabilly,0,2020
horror punk,rockabilly,0,2021
horror punk,rockabilly,0,2022
horror punk,rockabilly,0,2023
horror punk,skate punk,0,2000
horror punk,skate punk,0,2001
horror punk,skate punk,0,2002
horror punk,skate punk,0,2003
horror punk,skate punk,0,2004
horror punk,skate punk,0,2005
horror punk,skate punk,0,2006
horror punk,skate punk,0,2007
horror punk,skate punk,0,2008
horror punk,skate punk,0,2009
horror punk,skate punk,0,2010
horror punk,skate punk,0,2011
horror punk,skate punk,0,2012
horror punk,skate punk,0,2013
horror punk,skate punk,0,2014
horror punk,skate punk,0,2015
horror punk,skate punk,0,2016
horror punk,skate punk,0,2017
horror punk,skate punk,0,2018
horror punk,skate punk,0,2019
horror punk,skate punk,0,2020
horror punk,skate punk,0,2021
horror punk,skate punk,0,2022
horror punk,skate punk,0,2023
horror synth,soundtrack,0,2000
horror synth,soundtrack,0,2001
horror synth,soundtrack,0,2002
horror synth,soundtrack,0,2003
horror synth,soundtrack,0,2004
horror synth,soundtrack,0,2005
horror synth,soundtrack,0,2006
horror synth,soundtrack,0,2007
horror synth,soundtrack,0,2008
horror synth,soundtrack,0,2009
horror synth,soundtrack,0,2010
horror synth,soundtrack,0,2011
horror synth,soundtrack,0,2012
horror synth,soundtrack,0,2013
horror synth,soundtrack,0,2014
horror synth,soundtrack,0,2015
horror synth,soundtrack,0,2016
horror synth,soundtrack,0,2017
horror synth,soundtrack,0,2018
horror synth,soundtrack,0,2019
horror synth,soundtrack,0,2020
horror synth,soundtrack,0,2021
horror synth,soundtrack,0,2022
horror synth,soundtrack,0,2023
horrorcore,rap rock,0,2000
horrorcore,rap rock,0,2001
horrorcore,rap rock,0,2002
horrorcore,rap rock,0,2003
horrorcore,rap rock,0,2004
horrorcore,rap rock,0,2005
horrorcore,rap rock,0,2006
horrorcore,rap rock,0,2007
horrorcore,rap rock,0,2008
horrorcore,rap rock,0,2009
horrorcore,rap rock,0,2010
horrorcore,rap rock,0,2011
horrorcore,rap rock,0,2012
horrorcore,rap rock,0,2013
horrorcore,rap rock,0,2014
horrorcore,rap rock,0,2015
horrorcore,rap rock,0,2016
horrorcore,rap rock,0,2017
horrorcore,rap rock,0,2018
horrorcore,rap rock,0,2019
horrorcore,rap rock,0,2020
horrorcore,rap rock,0,2021
horrorcore,rap rock,0,2022
horrorcore,rap rock,0,2023
house,pop,0,2000
house,pop,0,2001
house,pop,0,2002
house,pop,0,2003
house,pop,0,2004
house,pop,0,2005
house,pop,0,2006
house,pop,0,2007
house,pop,0,2008
house,pop,0,2009
house,pop,0,2010
house,pop,2,2011
house,pop,1,2012
house,pop,1,2013
house,pop,2,2014
house,pop,2,2015
house,pop,1,2016
house,pop,1,2017
house,pop,1,2018
house,pop,0,2019
house,pop,0,2020
house,pop,0,2021
house,pop,0,2022
house,pop,0,2023
house,pop edm,0,2000
house,pop edm,0,2001
house,pop edm,0,2002
house,pop edm,0,2003
house,pop edm,0,2004
house,pop edm,0,2005
house,pop edm,0,2006
house,pop edm,0,2007
house,pop edm,0,2008
house,pop edm,0,2009
house,pop edm,0,2010
house,pop edm,0,2011
house,pop edm,0,2012
house,pop edm,0,2013
house,pop edm,0,2014
house,pop edm,0,2015
house,pop edm,0,2016
house,pop edm,0,2017
house,pop edm,0,2018
house,pop edm,0,2019
house,pop edm,0,2020
house,pop edm,0,2021
house,pop edm,0,2022
house,pop edm,0,2023
house,progressive electro house,0,2000
house,progressive electro house,0,2001
house,progressive electro house,0,2002
house,progressive electro house,0,2003
house,progressive electro house,0,2004
house,progressive electro house,0,2005
house,progressive electro house,0,2006
house,progressive electro house,0,2007
house,progressive electro house,0,2008
house,progressive electro house,0,2009
house,progressive electro house,0,2010
house,progressive electro house,0,2011
house,progressive electro house,0,2012
house,progressive electro house,0,2013
house,progressive electro house,0,2014
house,progressive electro house,0,2015
house,progressive electro house,0,2016
house,progressive electro house,0,2017
house,progressive electro house,0,2018
house,progressive electro house,0,2019
house,progressive electro house,0,2020
house,progressive electro house,0,2021
house,progressive electro house,0,2022
house,progressive electro house,0,2023
house,progressive house,0,2000
house,progressive house,0,2001
house,progressive house,0,2002
house,progressive house,0,2003
house,progressive house,0,2004
house,progressive house,0,2005
house,progressive house,0,2006
house,progressive house,0,2007
house,progressive house,0,2008
house,progressive house,0,2009
house,progressive house,0,2010
house,progressive house,1,2011
house,progressive house,1,2012
house,progressive house,1,2013
house,progressive house,1,2014
house,progressive house,1,2015
house,progressive house,1,2016
house,progressive house,1,2017
house,progressive house,1,2018
house,progressive house,0,2019
house,progressive house,0,2020
house,progressive house,0,2021
house,progressive house,0,2022
house,progressive house,0,2023
house,tropical house,0,2000
house,tropical house,0,2001
house,tropical house,0,2002
house,tropical house,0,2003
house,tropical house,0,2004
house,tropical house,0,2005
house,tropical house,0,2006
house,tropical house,0,2007
house,tropical house,0,2008
house,tropical house,0,2009
house,tropical house,0,2010
house,tropical house,1,2011
house,tropical house,0,2012
house,tropical house,0,2013
house,tropical house,1,2014
house,tropical house,2,2015
house,tropical house,1,2016
house,tropical house,0,2017
house,tropical house,0,2018
house,tropical house,0,2019
house,tropical house,0,2020
house,tropical house,0,2021
house,tropical house,0,2022
house,tropical house,0,2023
house,uk dance,0,2000
house,uk dance,0,2001
house,uk dance,0,2002
house,uk dance,0,2003
house,uk dance,0,2004
house,uk dance,0,2005
house,uk dance,0,2006
house,uk dance,0,2007
house,uk dance,0,2008
house,uk dance,0,2009
house,uk dance,0,2010
house,uk dance,1,2011
house,uk dance,1,2012
house,uk dance,1,2013
house,uk dance,2,2014
house,uk dance,2,2015
house,uk dance,1,2016
house,uk dance,1,2017
house,uk dance,1,2018
house,uk dance,0,2019
house,uk dance,0,2020
house,uk dance,0,2021
house,uk dance,0,2022
house,uk dance,0,2023
house,uk pop,0,2000
house,uk pop,0,2001
house,uk pop,0,2002
house,uk pop,0,2003
house,uk pop,0,2004
house,uk pop,0,2005
house,uk pop,0,2006
house,uk pop,0,2007
house,uk pop,0,2008
house,uk pop,0,2009
house,uk pop,0,2010
house,uk pop,1,2011
house,uk pop,0,2012
house,uk pop,0,2013
house,uk pop,0,2014
house,uk pop,0,2015
house,uk pop,1,2016
house,uk pop,0,2017
house,uk pop,0,2018
house,uk pop,0,2019
house,uk pop,0,2020
house,uk pop,0,2021
house,uk pop,0,2022
house,uk pop,0,2023
house,vocal house,0,2000
house,vocal house,0,2001
house,vocal house,0,2002
house,vocal house,0,2003
house,vocal house,0,2004
house,vocal house,0,2005
house,vocal house,0,2006
house,vocal house,0,2007
house,vocal house,0,2008
house,vocal house,0,2009
house,vocal house,0,2010
house,vocal house,0,2011
house,vocal house,0,2012
house,vocal house,0,2013
house,vocal house,0,2014
house,vocal house,0,2015
house,vocal house,0,2016
house,vocal house,0,2017
house,vocal house,0,2018
house,vocal house,0,2019
house,vocal house,0,2020
house,vocal house,0,2021
house,vocal house,0,2022
house,vocal house,0,2023
houston rap,pop rap,1,2000
houston rap,pop rap,0,2001
houston rap,pop rap,0,2002
houston rap,pop rap,0,2003
houston rap,pop rap,1,2004
houston rap,pop rap,1,2005
houston rap,pop rap,2,2006
houston rap,pop rap,0,2007
houston rap,pop rap,0,2008
houston rap,pop rap,0,2009
houston rap,pop rap,0,2010
houston rap,pop rap,0,2011
houston rap,pop rap,0,2012
houston rap,pop rap,0,2013
houston rap,pop rap,0,2014
houston rap,pop rap,0,2015
houston rap,pop rap,0,2016
houston rap,pop rap,0,2017
houston rap,pop rap,0,2018
houston rap,pop rap,0,2019
houston rap,pop rap,0,2020
houston rap,pop rap,0,2021
houston rap,pop rap,0,2022
houston rap,pop rap,0,2023
houston rap,rap,1,2000
houston rap,rap,0,2001
houston rap,rap,0,2002
houston rap,rap,0,2003
houston rap,rap,0,2004
houston rap,rap,1,2005
houston rap,rap,2,2006
houston rap,rap,0,2007
houston rap,rap,0,2008
houston rap,rap,0,2009
houston rap,rap,0,2010
houston rap,rap,0,2011
houston rap,rap,0,2012
houston rap,rap,0,2013
houston rap,rap,0,2014
houston rap,rap,0,2015
houston rap,rap,0,2016
houston rap,rap,0,2017
houston rap,rap,0,2018
houston rap,rap,0,2019
houston rap,rap,0,2020
houston rap,rap,0,2021
houston rap,rap,0,2022
houston rap,rap,0,2023
houston rap,southern hip hop,1,2000
houston rap,southern hip hop,0,2001
houston rap,southern hip hop,0,2002
houston rap,southern hip hop,0,2003
houston rap,southern hip hop,1,2004
houston rap,southern hip hop,1,2005
houston rap,southern hip hop,2,2006
houston rap,southern hip hop,0,2007
houston rap,southern hip hop,0,2008
houston rap,southern hip hop,0,2009
houston rap,southern hip hop,0,2010
houston rap,southern hip hop,0,2011
houston rap,southern hip hop,0,2012
houston rap,southern hip hop,0,2013
houston rap,southern hip hop,0,2014
houston rap,southern hip hop,0,2015
houston rap,southern hip hop,0,2016
houston rap,southern hip hop,0,2017
houston rap,southern hip hop,0,2018
houston rap,southern hip hop,0,2019
houston rap,southern hip hop,0,2020
houston rap,southern hip hop,0,2021
houston rap,southern hip hop,0,2022
houston rap,southern hip hop,0,2023
houston rap,trap music,1,2000
houston rap,trap music,0,2001
houston rap,trap music,0,2002
houston rap,trap music,0,2003
houston rap,trap music,1,2004
houston rap,trap music,1,2005
houston rap,trap music,2,2006
houston rap,trap music,0,2007
houston rap,trap music,0,2008
houston rap,trap music,0,2009
houston rap,trap music,0,2010
houston rap,trap music,0,2011
houston rap,trap music,0,2012
houston rap,trap music,0,2013
houston rap,trap music,0,2014
houston rap,trap music,0,2015
houston rap,trap music,0,2016
houston rap,trap music,0,2017
houston rap,trap music,0,2018
houston rap,trap music,0,2019
houston rap,trap music,0,2020
houston rap,trap music,0,2021
houston rap,trap music,0,2022
houston rap,trap music,0,2023
hyphy,pop rap,0,2000
hyphy,pop rap,0,2001
hyphy,pop rap,0,2002
hyphy,pop rap,0,2003
hyphy,pop rap,0,2004
hyphy,pop rap,0,2005
hyphy,pop rap,1,2006
hyphy,pop rap,0,2007
hyphy,pop rap,0,2008
hyphy,pop rap,0,2009
hyphy,pop rap,0,2010
hyphy,pop rap,0,2011
hyphy,pop rap,0,2012
hyphy,pop rap,0,2013
hyphy,pop rap,0,2014
hyphy,pop rap,2,2015
hyphy,pop rap,0,2016
hyphy,pop rap,0,2017
hyphy,pop rap,0,2018
hyphy,pop rap,0,2019
hyphy,pop rap,0,2020
hyphy,pop rap,0,2021
hyphy,pop rap,0,2022
hyphy,pop rap,0,2023
hyphy,rap,0,2000
hyphy,rap,0,2001
hyphy,rap,0,2002
hyphy,rap,0,2003
hyphy,rap,0,2004
hyphy,rap,0,2005
hyphy,rap,1,2006
hyphy,rap,0,2007
hyphy,rap,0,2008
hyphy,rap,0,2009
hyphy,rap,0,2010
hyphy,rap,0,2011
hyphy,rap,0,2012
hyphy,rap,0,2013
hyphy,rap,0,2014
hyphy,rap,2,2015
hyphy,rap,0,2016
hyphy,rap,0,2017
hyphy,rap,0,2018
hyphy,rap,0,2019
hyphy,rap,0,2020
hyphy,rap,0,2021
hyphy,rap,0,2022
hyphy,rap,0,2023
hyphy,southern hip hop,0,2000
hyphy,southern hip hop,0,2001
hyphy,southern hip hop,0,2002
hyphy,southern hip hop,0,2003
hyphy,southern hip hop,0,2004
hyphy,southern hip hop,0,2005
hyphy,southern hip hop,1,2006
hyphy,southern hip hop,0,2007
hyphy,southern hip hop,0,2008
hyphy,southern hip hop,0,2009
hyphy,southern hip hop,0,2010
hyphy,southern hip hop,0,2011
hyphy,southern hip hop,0,2012
hyphy,southern hip hop,0,2013
hyphy,southern hip hop,0,2014
hyphy,southern hip hop,2,2015
hyphy,southern hip hop,0,2016
hyphy,southern hip hop,0,2017
hyphy,southern hip hop,0,2018
hyphy,southern hip hop,0,2019
hyphy,southern hip hop,0,2020
hyphy,southern hip hop,0,2021
hyphy,southern hip hop,0,2022
hyphy,southern hip hop,0,2023
hyphy,trap music,0,2000
hyphy,trap music,0,2001
hyphy,trap music,0,2002
hyphy,trap music,0,2003
hyphy,trap music,0,2004
hyphy,trap music,0,2005
hyphy,trap music,1,2006
hyphy,trap music,0,2007
hyphy,trap music,0,2008
hyphy,trap music,0,2009
hyphy,trap music,0,2010
hyphy,trap music,0,2011
hyphy,trap music,0,2012
hyphy,trap music,0,2013
hyphy,trap music,0,2014
hyphy,trap music,2,2015
hyphy,trap music,0,2016
hyphy,trap music,0,2017
hyphy,trap music,0,2018
hyphy,trap music,0,2019
hyphy,trap music,0,2020
hyphy,trap music,0,2021
hyphy,trap music,0,2022
hyphy,trap music,0,2023
hyphy,west coast rap,0,2000
hyphy,west coast rap,0,2001
hyphy,west coast rap,0,2002
hyphy,west coast rap,0,2003
hyphy,west coast rap,0,2004
hyphy,west coast rap,0,2005
hyphy,west coast rap,1,2006
hyphy,west coast rap,0,2007
hyphy,west coast rap,0,2008
hyphy,west coast rap,0,2009
hyphy,west coast rap,0,2010
hyphy,west coast rap,0,2011
hyphy,west coast rap,0,2012
hyphy,west coast rap,0,2013
hyphy,west coast rap,0,2014
hyphy,west coast rap,1,2015
hyphy,west coast rap,0,2016
hyphy,west coast rap,0,2017
hyphy,west coast rap,0,2018
hyphy,west coast rap,0,2019
hyphy,west coast rap,0,2020
hyphy,west coast rap,0,2021
hyphy,west coast rap,0,2022
hyphy,west coast rap,0,2023
hyphy,west coast trap,0,2000
hyphy,west coast trap,0,2001
hyphy,west coast trap,0,2002
hyphy,west coast trap,0,2003
hyphy,west coast trap,0,2004
hyphy,west coast trap,0,2005
hyphy,west coast trap,0,2006
hyphy,west coast trap,0,2007
hyphy,west coast trap,0,2008
hyphy,west coast trap,0,2009
hyphy,west coast trap,0,2010
hyphy,west coast trap,0,2011
hyphy,west coast trap,0,2012
hyphy,west coast trap,0,2013
hyphy,west coast trap,0,2014
hyphy,west coast trap,1,2015
hyphy,west coast trap,0,2016
hyphy,west coast trap,0,2017
hyphy,west coast trap,0,2018
hyphy,west coast trap,0,2019
hyphy,west coast trap,0,2020
hyphy,west coast trap,0,2021
hyphy,west coast trap,0,2022
hyphy,west coast trap,0,2023
icelandic pop,post-rock,0,2000
icelandic pop,post-rock,0,2001
icelandic pop,post-rock,0,2002
icelandic pop,post-rock,0,2003
icelandic pop,post-rock,0,2004
icelandic pop,post-rock,0,2005
icelandic pop,post-rock,0,2006
icelandic pop,post-rock,0,2007
icelandic pop,post-rock,0,2008
icelandic pop,post-rock,0,2009
icelandic pop,post-rock,0,2010
icelandic pop,post-rock,0,2011
icelandic pop,post-rock,0,2012
icelandic pop,post-rock,0,2013
icelandic pop,post-rock,0,2014
icelandic pop,post-rock,0,2015
icelandic pop,post-rock,0,2016
icelandic pop,post-rock,0,2017
icelandic pop,post-rock,0,2018
icelandic pop,post-rock,0,2019
icelandic pop,post-rock,0,2020
icelandic pop,post-rock,0,2021
icelandic pop,post-rock,0,2022
icelandic pop,post-rock,0,2023
idaho indie,indie folk,0,2000
idaho indie,indie folk,0,2001
idaho indie,indie folk,0,2002
idaho indie,indie folk,0,2003
idaho indie,indie folk,0,2004
idaho indie,indie folk,0,2005
idaho indie,indie folk,0,2006
idaho indie,indie folk,0,2007
idaho indie,indie folk,0,2008
idaho indie,indie folk,0,2009
idaho indie,indie folk,0,2010
idaho indie,indie folk,0,2011
idaho indie,indie folk,0,2012
idaho indie,indie folk,0,2013
idaho indie,indie folk,0,2014
idaho indie,indie folk,0,2015
idaho indie,indie folk,0,2016
idaho indie,indie folk,0,2017
idaho indie,indie folk,0,2018
idaho indie,indie folk,0,2019
idaho indie,indie folk,0,2020
idaho indie,indie folk,0,2021
idaho indie,indie folk,0,2022
idaho indie,indie folk,0,2023
idaho indie,indie pop,0,2000
